Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2019-01-02,29.294357299804688,29.4636878374196,28.881186212848146,29.20630422198451,26430315
2019-01-03,28.474788665771484,29.355313933072516,28.413829894544538,29.287582267633567,28503533
2019-01-04,29.12502670288086,29.362091655880928,28.62380521557752,28.74572550140015,27145348
2019-01-07,29.28082275390625,29.54498211336972,29.030214636957556,29.172450940274263,20995469
2019-01-08,29.416276931762695,29.59915599504434,29.226624973295706,29.504330015810847,19677231
2019-01-09,29.355318069458008,29.578834503224943,29.26049209049042,29.43659825809289,20107580
2019-01-10,28.657670974731445,29.280809993209058,28.468019021866347,29.274037098223772,39731162
2019-01-11,29.043752670288086,29.043752670288086,28.549304019838377,28.67122159675926,21064506
2019-01-14,28.69831085205078,28.874414290301136,28.562844783406423,28.82022840750724,17605173
2019-01-15,28.94214630126953,29.287582977689006,28.738948576707372,28.854093227740858,25865371
2019-01-16,28.522205352783203,28.982786728885905,28.468019468731082,28.847323380415247,30169380
2019-01-17,28.76604652404785,28.89473971565005,28.3325594014291,28.41383687526031,24177284
2019-01-18,28.806684494018555,29.043749448758067,28.623805425602445,29.030203658007068,38618455
2019-01-22,28.63058090209961,28.915058873433452,28.400291545293822,28.72540689254422,29444122
2019-01-23,28.556066513061523,28.583160811017844,28.14289821328839,28.440921874214293,24462813
2019-01-24,27.736513137817383,28.305466373623158,27.512993947212436,28.29869347744115,34394023
2019-01-25,27.526531219482422,27.939699504381185,27.438478158442763,27.838100656510385,35862455
2019-01-28,26.774707794189453,27.4520327562829,26.740840592922957,27.4317140695147,39329694
2019-01-29,27.61458396911621,27.668769844492097,26.734061451768913,26.7543801337903,51376808
2019-01-30,28.16322135925293,28.278368739674303,27.587495350422664,27.61458692935535,36067880
2019-01-31,29.00360870361328,29.119758988191766,28.252042382892284,28.272538522369594,40927452
2019-02-01,29.29741096496582,29.461388365637017,29.0719396353267,29.290576169554956,27239681
2019-02-04,28.99677848815918,29.2700741006319,28.668821006088212,29.2700741006319,19426485
2019-02-05,28.77130699157715,29.194918621659646,28.73714675721027,28.989946227043617,21127641
2019-02-06,28.921621322631836,28.948952258229337,28.55267154824018,28.64149365505233,16450410
2019-02-07,28.491180419921875,28.798639023561794,28.156390880643308,28.771308087923142,24248008
2019-02-08,28.853294372558594,28.8601264187984,28.34769547977854,28.3750264118412,27500125
2019-02-11,28.477514266967773,28.907955182104853,28.361361232780137,28.88745904218541,27102134
2019-02-12,28.607330322265625,28.702984475030686,28.27937558173149,28.498012075420913,30540177
2019-02-13,28.491180419921875,28.73714785225457,28.27937597036155,28.64149369817498,24757195
2019-02-14,28.675655364990234,28.77814157131843,28.436522714960397,28.49118184186184,19864949
2019-02-15,28.96944808959961,29.04460610136064,28.750811595574362,28.955783995498972,19168993
2019-02-19,29.10609245300293,29.283736635314824,28.825962087696727,28.86012506439593,24432985
2019-02-20,28.832794189453125,29.07875880799837,28.648317978441145,29.058262672153948,27354884
2019-02-21,28.791807174682617,28.914789518143902,28.600498865206127,28.70981711430589,19611883
2019-02-22,29.352069854736328,29.468220169192357,28.846470813204583,28.90112994630767,24779329
2019-02-25,29.434049606323242,29.632189942996877,29.33839820833581,29.406721420356412,25274815
2019-02-26,29.393056869506836,29.536535337804732,29.242743607720165,29.352061844091654,16548959
2019-02-27,29.33156394958496,29.529704289871574,29.249576643085952,29.365726929769973,16475074
2019-02-28,29.6185302734375,29.91232479907929,29.29057276313152,29.345234637435805,39002427
2019-03-01,29.625356674194336,29.91915114383729,29.577529603622146,29.79616881785362,26667781
2019-03-04,29.42721176147461,29.782497338762408,29.297397409503816,29.680011167373678,22805820
2019-03-05,29.30423927307129,29.550206716236538,29.276908336228963,29.440888463075073,26529812
2019-03-06,28.600494384765625,29.290566754267804,28.436517036804023,29.256406523715416,22410359
2019-03-07,28.279369354248047,28.620988113632958,28.183715222547264,28.600491977026994,29046132
2019-03-08,27.937747955322266,28.313529690933716,27.561966219710822,28.238374442652688,31306119
2019-03-11,28.354528427124023,28.36819252003788,27.876260451207298,28.081232833329253,29161545
2019-03-12,28.511669158935547,28.641486262083536,28.265701790462526,28.491173022855747,24170539
2019-03-13,28.70298194885254,28.784972000321925,28.388691330059086,28.607327804506095,23715316
2019-03-14,28.142723083496094,28.7508081636334,28.101728058983934,28.696149046651666,32119596
2019-03-15,28.545835494995117,28.614158703744714,27.91725153550591,28.170050979113835,74768652
2019-03-18,28.566335678100586,28.74397989194635,28.45701742978187,28.539007489572803,18994345
2019-03-19,28.9011287689209,28.989950886759033,28.525346900757903,28.6756574503398,26403227
2019-03-20,28.812305450439453,28.969450788548574,28.54584185513304,28.832804340603957,23499035
2019-03-21,28.93528175354004,29.13341931753461,28.607324334546007,28.648319355308157,24262553
2019-03-22,28.593658447265625,29.11975339720849,28.57999435690425,28.832793764104657,19620105
2019-03-25,28.620994567871094,28.798638780262056,28.470681290887885,28.56633544415936,19823316
2019-03-26,28.983108520507812,29.174416802152216,28.784970939780006,28.83279801019111,20849279
2019-03-27,28.709819793701172,29.133428735272773,28.641496568413384,28.928456312305343,19455048
2019-03-28,28.89429473876953,28.948953865896218,28.73714940489232,28.819136722030375,16915541
2019-03-29,29.017276763916016,29.092434779815683,28.825968447557493,28.969449684826383,21681834
2019-04-01,29.27007293701172,29.338398897741406,29.071932595682096,29.092431482742445,20345046
2019-04-02,29.317901611328125,29.502377869424954,29.201751317691322,29.345232546532884,18625129
2019-04-03,29.27007293701172,29.42721825132424,29.071932595682096,29.37255913100265,16200402
2019-04-04,29.201745986938477,29.324728305150217,29.037768646955072,29.235906215828823,12990972
2019-04-05,29.372556686401367,29.570697011240284,29.30423347846164,29.365724640317733,15559043
2019-04-08,29.475038528442383,29.5706926537245,29.31789325036546,29.42721146580132,15410323
2019-04-09,29.27007293701172,29.3793911776549,29.092431482742445,29.365727084350404,18825072
2019-04-10,29.194917678833008,29.324732059442276,29.140258558507487,29.324732059442276,13202615
2019-04-11,28.88062858581543,29.263245231936246,28.689323009859027,29.235914294168754,20214877
2019-04-12,28.498008728027344,28.928449617806514,28.409186632735203,28.928449617806514,21338546
2019-04-15,28.75765037536621,28.778146521315726,28.334041382241008,28.60050501510672,18362788
2019-04-16,27.95824432373047,28.901118814009365,27.89675316606304,28.84645970196019,27506976
2019-04-17,27.247678756713867,28.012909230808738,26.912891969543224,27.94458601338904,42412117
2019-04-18,26.906057357788086,27.281839138431998,26.250145192928713,27.281839138431998,50579774
2019-04-22,26.63275909423828,26.988044736732107,26.51660881124131,26.66692207333883,31018904
2019-04-23,26.93338966369629,27.08370294837013,26.564439872989194,26.707921110237482,26672102
2019-04-24,26.899227142333984,27.08370341441387,26.755748649720694,26.98804925460237,21196994
2019-04-25,27.06320571899414,27.21351899763006,26.762579161722297,26.817238286035014,18130065
2019-04-26,27.30916976928711,27.32283661037507,26.953886843074798,27.104197371108764,20053193
2019-04-29,27.04953956604004,27.343334083638283,27.04953956604004,27.30917109990941,23229001
2019-04-30,27.746448516845703,28.1358972145604,27.1930224321842,27.602967273103236,34360400
2019-05-01,27.85576057434082,27.958246761757973,27.445815824672206,27.732778248281605,20703406
2019-05-02,28.019742965698242,28.026577760245306,27.725951190123443,27.88309652262752,20471210
2019-05-03,28.279369354248047,28.354524602239717,28.03340197946077,28.16321633883815,18664759
2019-05-06,28.457019805908203,28.539009872545208,27.90359372386847,27.951420804889388,25973406
2019-05-07,27.896760940551758,28.49801408775786,27.671292383901445,28.279377578629802,27603838
2019-05-08,27.978750228881836,28.033409354647574,27.630296585185313,27.876264024683085,23811968
2019-05-09,28.013214111328125,28.15107248569536,27.73059917808559,27.778850440554603,19732461
2019-05-10,28.068361282348633,28.137290477555172,27.48245342295299,28.0063219580473,17391527
2019-05-13,27.964969635009766,28.020113552431873,27.675461989942,27.730605907364108,28010788
2019-05-14,28.02699851989746,28.171752302787496,27.958066563396578,27.978747258934114,26772759
2019-05-15,28.364755630493164,28.461258156010263,28.054570129103176,28.164857937846065,33520678
2019-05-16,28.702516555786133,28.936880244998594,28.364757691929327,28.364757691929327,25508486
2019-05-17,28.585330963134766,28.819691838788735,28.43368454946009,28.4681477538398,29187684
2019-05-20,28.66805076599121,28.750768014848763,28.454367773155784,28.537085022013336,24251591
2019-05-21,28.723188400268555,28.81969091236559,28.599115325554017,28.750761734353947,28785056
2019-05-22,28.943771362304688,29.09541779522529,28.640478496463484,28.73698102391008,25274604
2019-05-23,28.8955135345459,28.936872147123278,28.709401163681544,28.840369641598627,25495944
2019-05-24,28.91619110107422,29.16434000203266,28.861047208802088,28.9920156851157,15383341
2019-05-28,28.881738662719727,29.281531337799773,28.87484324858207,29.054063043849595,49440610
2019-05-29,28.75765609741211,28.84037333315464,28.454363261646908,28.74387081527771,26895761
2019-05-30,28.881738662719727,28.916201876064477,28.661160239969792,28.730092209596705,17344308
2019-05-31,28.619794845581055,28.936875733662628,28.571546358306346,28.73697805765235,22639288
2019-06-03,28.8955135345459,29.08162313394255,28.654257270734274,28.695615883311653,22643082
2019-06-04,29.109201431274414,29.467638182303688,28.978232931018177,29.281525779694345,18453537
2019-06-05,29.28152847290039,29.529677442047277,29.233277207469932,29.364245719772164,21418861
2019-06-06,29.440065383911133,29.701999593088424,29.28152355876923,29.50210192291955,24494222
2019-06-07,29.58481788635254,29.812288902888547,29.543462039226092,29.626176504947097,20023470
2019-06-10,29.688207626342773,29.805390819542254,29.41248817183612,29.805390819542254,15275727
2019-06-11,29.412492752075195,29.846751306981222,29.329775517108317,29.777822125487514,18813162
2019-06-12,29.695104598999023,29.75714391034915,29.267738689291086,29.274631330225986,16296843
2019-06-13,29.295310974121094,29.736462149881447,29.20570110224431,29.68821089359917,14464042
2019-06-14,29.474531173706055,29.550353001041472,29.281526127443954,29.30909946468206,13197872
2019-06-17,29.557247161865234,29.571032444166217,29.191917780612535,29.433171306752108,14094931
2019-06-18,29.688207626342773,29.8674273503728,29.515883313709566,29.515883313709566,22833434
2019-06-19,29.984617233276367,30.046653783681567,29.702005049666695,29.757148957967814,21753611
2019-06-20,30.053539276123047,30.405083340079017,29.99150274047619,30.212078321206278,23500300
2019-06-21,30.101797103881836,30.32926814621475,29.853650907109092,30.019082628780396,38141203
2019-06-24,30.16383171081543,30.260331454775606,29.963934039066793,30.115580453101344,24624075
2019-06-25,30.16383171081543,30.529161078383215,30.163831710815426,30.22586825031411,28429015
2019-06-26,29.633066177368164,30.191400543788095,29.295310164198025,30.108683314885944,41009348
2019-06-27,29.936363220214844,30.025973102282524,29.64685842106512,29.653751062536752,21994977
2019-06-28,29.860546112060547,30.136265671844875,29.626182407642375,29.95015323682254,39726209
2019-07-01,30.17072296142578,30.246544779215156,29.874322787907246,29.99150322061258,21341392
2019-07-02,30.480913162231445,30.480913162231445,30.094903058201243,30.108688341497096,16541898
2019-07-03,30.604978561401367,30.715266342980808,30.31547105615464,30.584300641655574,10297580
